Num,Post,Date,Like,Like_ID,Share,Share_ID,Share_Content,Comment,Comment_ID,Comment_Content 
557,感受过凌晨4～5钟北京的美景吗?今天没有雾霾，从做有机农业开始习惯了早起晚睡。祝大家今天笑容满面，永远快乐！ 北京·兴寿 ​​​,2014-10-12,4,"['5281494861', '2004494837', '1788147151', '3225474424']",0,[],,0,[],
558,10月9-10日，工业文明造成的雾霾一再袭击北京城，天安门上雾霾生。除汽车尾气排放、灰尘微粒、烧烤油烟等原因外，希望工程“大眼睛”作者解海龙，深入华北某雾霾重灾区，探究雾霾形成根源。 20141010唐师曾：希望工程“大眼睛”，雾霾天气溯根源 ​​​,2014-10-11,1,"['1631887813', '3927891763', '3658217173', '2106307474', '2480511027', '1854019274', '1756917803', '1482707530', '3168659602', '1045780153']",0,[],,0,[],
559,看到明星了，李亚鹏，那英，火风都来了! 北京·后沙峪 ​​​,2014-10-11,3,"['1625301557', '2358311013', '5281494861']",13,"['575533152', '575533152', '1697252612', '1905159011', '2890640363', '2890640363', '1276735543']",: 那英、李亚鹏 $:那英、李亚鹏 $ 吧，可以看到大明星哦，如果不能话就近来集室吧，一会就会从市集上拉回来很多好吃的。 $ 吧，可以看到大明星哦，如果不能话就近来集室吧 $:俺们大顺义很有实力的，哈哈哈哈！以后多来吧，喜欢集市！喜欢新鲜的食材！ $ 吧，可以看到大明星哦，如果不能话就近来集室吧，一会就会从市集上拉回来很多好吃的。 $ 的面包已经送到集室了[爱你] ,8,"['1831309030', '579922049', '579922049', '1831309030', '1283849072']",:哦哦$:来到我摊上还能认不出来！$:在罗马湖旁边，提供场地的就是李亚鹏$在哪啊$真不容易啊这天还粗门
560,"有一种过敏症，不是太多人知道，就是oral allergy,有些人吃生鲜水果的时候会口腔有反应，嗓子，舌头，或者喉咙痒痒，有时会水肿。这是因为里面的一些蛋白质引起过敏。如果把水果做成罐头就不会有这样的问题了， 不过这样也会损失一些营养素。如果小孩子有这问题，通常长大后会有改善。 ​​​",2014-10-11,0,[],0,[],,0,[],
561,发表了一篇转载博文《[转载]关于亚麻籽的众多常识》[转载]关于亚麻籽的众多常识 ​​​,2014-10-10,0,[],0,[],,0,[],
562,【开集通知】周六第一次的“顺义罗马湖市集”，京承高速后沙峪出口，罗马湖旁，@培德书院 门口，赶集＋郊游，都合适的哦。周日还在@北辰时代名门百货 西广场，方便极了的亚运村位置。都是10点－13点，欢迎朋友们赶集咯～[蛋糕][猪头]详见博客：【开集通知】周六第一次的“顺义罗马湖市集”，周日@北辰时代名门百货西广场 ​​​,2014-10-10,0,[],0,[],,0,[],
563,我发表了文章：认识燕麦米 认识燕麦米 ​​​,2014-10-10,0,[],0,[],,0,[],
564,@快乐返乡青年 的土豆炖@平人农场的东北油豆角，还放了半块儿@蒲公英农社 的鱼糕；@乐活村-乐活先生 的饭豆和@八晌田有机农庄 的大米一块儿做出来的豆饭是美味又健康[嘻嘻][嘻嘻] @北京有机农夫市集 ​​​,2014-10-9,0,[],1,['579922049'],:米饭里加点豆呀，糙米，燕麦米啥的，补充微量元素，不怕长胖，超有能量。 ,1,"['2039428497', '1886384262', '2039428497']",:当成豆腐做也可以的$:我是突发奇想，这样做出来的鱼糕的味道比做汤好，替代肉了[嘻嘻]属于北方人的吃法了……$第一次知道鱼糕这么做-----
565,燕麦米上架了，需要的朋友可以去看看：http://t.cn/RhFYKcN ​​​,2014-10-9,0,[],0,[],,0,[],
566,让大家期待已久的亚麻籽和亚麻籽粉已经上架，大家可以随时拍下啦！今年的亚麻籽品质优于去年的，沙子，草籽都去的特别干净，喜欢烘焙的不要错过啊！亚麻籽粉去年的袋装大家反映袋口不好关住，今年特意改为罐装，不会漏，还可以放在餐桌上，就不会忘记吃了。http://t.cn/RhkiAxm http://t.cn/RhkiAx3 ​​​,2014-10-9,1,[],1,"['5053359194', '579922049']",: 转发微博 $:转发微博 ,0,[],
567,让大家期待已久的亚麻籽和亚麻籽粉已经上架，大家可以随时拍下啦！今年的亚麻籽品质优于去年的，沙子，草籽都去的特别干净，喜欢烘焙的不要错过啊！亚麻籽粉去年的袋装大家反映袋口不好关住，今年特意改为罐装，不会漏，还可以放在餐桌上，就不会忘记吃了。http://t.cn/RhkiAxm http://t.cn/RhkiAx3 ​​​,2014-10-8,0,[],0,[],,0,[],
568,又一批，也是最后一批的胡萝卜，为宝宝囤点吧！生鲜蔬菜，只限北京，天津，河北地区的朋友购买，多谢理解！http://t.cn/RhkJdVo ​​​,2014-10-8,0,[],0,[],,0,[],
569,谁将会是我们的第3000个粉丝呢？本博主在这里郑重承诺，我们会为第3000个粉丝送上我家的明星产品一份！！！！ ​​​,2014-10-8,0,[],0,[],,0,[],
570,天冷了，集室的工作餐也开始煮炖范儿了[馋嘴]@快乐返乡青年 家的燕麦当成糙米吃味道很不错哦（煮饭前泡上半小时） ​​​,2014-10-8,0,[],0,[],,0,[],
571,市集还有一个小时，附近的朋友可以来赶个晚集，我家小朋友已经忍不住睡觉了，那个小小朋友他爹，你们是在喂兔子还是喂小孩啊！大葱叶子也啃得这么香。@liulius 亮马桥/三元桥 ​​​,2014-10-7,0,[],0,[],,0,[],
572,亲有木有这样吃过土豆呢？原来土豆和亚麻籽粉如此搭配，来吃个够吧！我在@北京有机农夫市集 ，三元桥凤凰汇购物中心地下一层，从集室旁边的电梯就能下来哦！ 亮马桥/三元桥 ​​​,2014-10-7,0,[],2,"['3244959410', '579922049', '3569161821']",:最后的脆枣，甜到舌根，想吃的快来吧！不多了，不然只能等到明年了[嘻嘻] $:最后的脆枣，甜到舌根，想吃的快来吧！不多了，不然只能等到明年了[嘻嘻] $ ,7,"['579922049', '579922049', '1791691013', '3569161821']",:谢谢你哦！$:是的啊，农人最期盼的季节[馋嘴]$秋收了，真丰富。$ 买了你家刚上市的各种品种土豆十几斤，好吃，土豆宴开始！
573,亲有木有这样吃过土豆呢？原来土豆和亚麻籽粉如此搭配，来吃个够吧！我在@北京有机农夫市集 ，三元桥凤凰汇购物中心地下一层，从集室旁边的电梯就能下来哦！ 亮马桥/三元桥 ​​​,2014-10-6,3,"['1965967382', '1791691013', '2723607695']",4,"['3244959410', '579922049', '3569161821']",:最后的脆枣，甜到舌根，想吃的快来吧！不多了，不然只能等到明年了[嘻嘻] $:最后的脆枣，甜到舌根，想吃的快来吧！不多了，不然只能等到明年了[嘻嘻] $ ,4,"['579922049', '579922049', '1791691013', '3569161821']",:谢谢你哦！$:是的啊，农人最期盼的季节[馋嘴]$秋收了，真丰富。$ 买了你家刚上市的各种品种土豆十几斤，好吃，土豆宴开始！
574,[鲜花]@返老还童的快乐生活 [鲜花]在@北京有机农夫市集 买到了@分享收获CSA 的新鲜菇菇和@快乐返乡青年 降压降脂的亚麻籽粉～甜杏仁也很好吃呢～[猪头][兔子][兔子] 北京·凤凰汇 ​​​,2014-10-5,0,[],0,[],,0,[],
575,晚上去了位于昌平香堂的朋友店，偏远的郊区竟然有这样一家装修古朴，内容丰富的店，店主原来办过工厂，后来机缘成熟，开了这家店，好喜欢这里的东西哦，可以喝茶可以购物，大家周末可以过来哦！我们的产品即将在这里入住[爱你]大家猜猜第二张图片是啥子东东？ 北京·兴寿 ​​​,2014-10-4,0,[],0,[],,0,[],
576,晚上去了位于昌平香堂的朋友店，偏远的郊区竟然有这样一家装修古朴，内容丰富的店，店主原来办过工厂，后来机缘成熟，开了这家店，好喜欢这里的东西哦，可以喝茶可以购物，大家周末可以过来哦！我们的产品即将在这里入住[爱你]大家猜猜第二张图片是啥子东东？ 北京·兴寿 ​​​,2014-10-4,0,[],2,"['579922049', '2080963677']",:亲，那个漂亮的小瓶子是香茅油[爱你] $:转发微博 ,3,"['579922049', '2232081484', '1043292311']",:明天问问他$有网店吗？
577,来来来，放假闲着我们来玩个小游戏吧[嘻嘻]~~上个月我们同事去张家口拜访@一墩青 和@快乐返乡青年 拍的好多照片，你们能猜猜下面这9张图片都是神马东西干神马用的嘛？[群体围观]第一个全部猜对的同学我们奖励市集明星产品@一墩青 的小米一袋怎么样？[嘻嘻] ​​​,2014-10-4,0,[],1,"['2456412407', '2342681583', '579922049', '2559855934']", 有我们拍的小球球 $:看来平时要多普及普及哦，平时没事多带孩子来乡下看看。 $:看来平时要多普及普及哦，平时没事多带孩子来乡下看看。 $:震惊了！居然一个都不认识，mark一下，坐等发布答案 ,0,[],
578,正宗柴鸡汤，刚出锅的葱油花卷，假期宅家也欢乐@粉条刘 @老榕 @快乐返乡青年 @大师坑 @集室  ​​​,2014-10-3,0,[],1,"['1798051983', '1282376114', '1282376114', '511598358', '579922049']",:半夜刷微博，看着鸡肉+花卷，有点饿了。 $:好久没有开荤了[笑cry] $:谢谢分享，这个[母鸡]需要多费些时间来炖，但是值得我们等待！ $:好久没有开荤了[笑cry] $:谢谢分享，这个[母鸡]需要多费些时间来炖，但是值得我们等待！ ,8,"['1798051983', '579922049']",半夜刷微博，看着鸡肉+花卷，有点饿了。$谢谢分享，这个[母鸡]需要多费些时间来炖，但是值得我们等待！
579,家乡已是一片秋色，颜色丰富起来，各种植物在单调无聊的冬季到来之前尽情绽放它们的美丽一面，此时正值秋收刚刚开始，无奈阴雨绵绵，谷子已割倒，就等雨停了，大太阳晒几天，就可以脱粒了，然后要晒几天谷子，充分干燥后才能碾米，今年的小米，来得有点晚！ 花园街 ​​​,2014-10-3,1,['3862646990'],0,[],,0,[],
580,这个筐原来是买来准备装土豆的，可是太不结实了，小朋友玩着玩着就坏了，索性叫他玩吧！不一会就拆了个大口子，一会说取鸡蛋，一会又拿着棍子说’烧火，呵呵，只要不哭就好 花园街 ​​​,2014-10-3,1,['3862646990'],0,[],,0,[],
581,【十一开集通知】10月1日，放假第一天10:00-13:00，@北京时尚新世界女子百货 丰富全面的大集等你来，为假期的餐桌做准备吧。10月567三日，每日11:00-15:00，我们在三元桥@华润凤凰汇 商场室内一起“秋收”，室内市集有新鲜瓜果蔬菜好吃的，还有不放假的@集室 [国庆65周年]详见博客【十一开集通知】10月1日@北京时尚新世界女子百货，10月567日@华润凤凰汇 秋收市集 ​​​,2014-10-3,1,"['5262515427', '1723557444', '2295284484', '1752078913', '1897707955', '1687398905', '1807511791', '1213894944', '2096603752', '2343604777']",1,"['3751367771', '1596858933', '3751367771', '1313520680', '2170470811', '2467435045']",:明天有久违的荠菜喽！可以走集室那边的入口，在凤凰汇地下一层很容易找到的 $:明天有久违的荠菜喽！可以走集室那边的入口，在凤凰汇地下一层很容易找到的 $:明天有久违的荠菜喽！可以走集室那边的入口，在凤凰汇地下一层很容易找到的 $:北京有机农夫市集: 鲜果果汁来啦！柳树家的: 5、6、7三天市集，三种野果汁需要提前预定，这样我们会根据订购数量制作野果汁，取货地点在三元桥集室。可以在本条微博下评论或私信预定。特别：自本次市集开始，蓝莓鲜汁都是今年新采的果子啦，三天市集我们会在集室等待大家。来尝尝新果制作的蓝莓鲜汁吧 $:5、6、7三天市集，三种野果汁需要提前预定，这样我们会根据订购数量制作野果汁，取货地点在三元桥集室。可以在本条微博下评论或私信预定。特别通知大家：自本次市集开始，蓝莓鲜汁都是今年新采的果子啦，三天市集我们会在集室等待大家。来尝尝新果制作的蓝莓鲜汁吧[馋嘴] $:转发微博 ,4,"['579922049', '1700420940', '1876810351', '1795381442', '3751367771', '2170470811']", 了，我们一直在抢收，加工产品，567号再次和大家见面，本次带新鲜的亚麻籽粉，燕麦米，杏仁 ，最后的脆枣，还有杏仁露可以品尝呢！大家要早来啊！ $女子百货下一次是什么时候？有规律吗？$多来望京$请问今天有沃翠园吗$明天有久违的荠菜喽！可以走集室那边的入口，在凤凰汇地下一层很容易找到的$5、6、7三天市集，三种野果汁需要提前预定，这样我们会根据订购数量制作野果汁，取货地点在三元桥集室。可以在本条微博下评论或私信预定。特别通知大家：自本次市集开始，蓝莓鲜汁都是今年新采的果子啦，三天市集我们会在集室等待大家。来尝尝新果制作的蓝莓鲜汁吧[馋嘴]
582,去@北京有机农夫市集 前几天，我们总是特别忙，包装，挑土豆，明天一早出发去给我们的土豆经销农场送土豆，这节奏[可爱]，本周有新鲜的亚麻籽粉，燕麦米，杏仁 ，还有杏仁露可以品尝呢！大家要早来啊！ 花园街 ​​​,2014-10-3,4,"['1645964357', '3862646990', '3687382451', '2723607695']",0,[],,3,"['579922049', '579922049', '3687382451']",:回来了?$:[嘻嘻][嘻嘻][嘻嘻]$为大家提供安全有机食品，黄同志辛苦了！
583,燕麦米加工完了，经过七道工序，早上六点去晚上六点回，可怜妈妈跟我一整天。@北京有机农夫市集 015乡道 ​​​,2014-10-1,3,"['1818962467', '1492924450', '2723607695']",2,['2377294150'],:我们的很多农场都是全家总动员！家人的理解和支持是对农场可持续很重要的保证，辛苦妈妈[赞] 看来很快就能吃到燕麦啦！ ,2,"['579922049', '1645964357']",:忙的都忘了拍照[泪]$加工完的成品是什么呢？
584,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-30,0,[],0,[],,0,[],
585,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-30,0,[],0,[],,0,[],
586,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-30,0,[],2,"['2151282267', '579922049', '579922049', '1402023397', '579922049', '579922049', '1798051983', '579922049', '2203470965']",  $: 一斤大的大土豆啊！ $: 一斤大的大土豆啊！ $ $: 一斤大的大土豆啊！ $ 抽奖贴 $: 一斤大的大土豆啊！ $:倒计时不到2天！朋友们！ $ ,0,[],
587,【若要小儿安，3分饥与寒】1把蔬菜1把豆，1个鸡蛋1点肉；鱼生火肉生痰，萝卜白菜保平安；少喝饮料多喝水，煎炸熏烤伤脾胃；缺锌缺铁儿常见，调理脾胃是优先；有病没病吃小药，正当病时失疗效。春捂秋冻，穿衣五法：背暖肚暖足要暖，头和心胸却须凉。你记住了吗？ ​​​,2014-9-29,0,[],1,"['2271407357', '2687442111', '2429347274', '3317673357', '1650873684', '1899733062', '3259523622', '512391557']",:转发微博 $:转发微博 $:秋要凍嗎？不怕感冒嗎！ $:转发微博 $:转发微博 $:转发微博 $:转发微博 $:转发微博 ,0,[],
588,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-29,0,[],0,[],,2,"['1282376114', '579922049', '1282376114', '1282376114', '579922049']",:吃货呗[偷笑]$:看到了，明天安排发货，识货的人啊！[嘻嘻]$拍了两只！春节之后到现在都没吃过鸡，谢谢亲费心找到！$我要吃鸡[鼓掌][鼓掌]$:是的，很Q[嘻嘻]
589,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-29,0,[],0,[],,0,[],
590,小朋友酷爱吃枣，吃完一个说：“我还要呢”，要不断提醒他吐出枣核，不然怕他吃得太香忘了吐核。一年就这么几天能吃到枣，吃吧！ 花园街 ​​​,2014-9-28,0,[],0,[],,5,"['3687382451', '579922049', '1189494880', '1899114491']",做成醉枣，冬天也能吃。$:谢谢，必须的，俺爸也骄傲得说，咱家旱地的东西就是好吃！小米收割中，好期待，鸟能给我剩多少！$明天我也能吃到了[太开心]$上回从你家买的枣一眨眼就被家里人吃光了，今年吃过的最甜枣，没有之一
591,炒米饭，用了我家的紫土豆和胡萝卜，丰富的颜色，丰富的营养。 花园街 ​​​,2014-9-28,1,['1726653160'],0,[],,0,[],
592,小朋友酷爱吃枣，吃完一个说：“我还要呢”，要不断提醒他吐出枣核，不然怕他吃得太香忘了吐核。一年就这么几天能吃到枣，吃吧！ 花园街 ​​​,2014-9-28,1,['3687382451'],1,['579922049'],:上回从你家买的枣一眨眼就被家里人吃光了，今年吃过的最甜枣，没有之一 ,4,"['3687382451', '579922049', '1189494880', '1899114491']",做成醉枣，冬天也能吃。$:谢谢，必须的，俺爸也骄傲得说，咱家旱地的东西就是好吃！小米收割中，好期待，鸟能给我剩多少！$明天我也能吃到了[太开心]$上回从你家买的枣一眨眼就被家里人吃光了，今年吃过的最甜枣，没有之一
593,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-28,0,[],3,"['2151282267', '579922049', '579922049', '1402023397', '579922049', '579922049', '1798051983', '579922049', '2203470965']",  $: 一斤大的大土豆啊！ $: 一斤大的大土豆啊！ $ $: 一斤大的大土豆啊！ $ 抽奖贴 $: 一斤大的大土豆啊！ $:倒计时不到2天！朋友们！ $ ,0,[],
594,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-27,1,[],8,"['2151282267', '579922049', '579922049', '1402023397', '579922049', '579922049', '1798051983', '579922049', '2203470965']",  $: 一斤大的大土豆啊！ $: 一斤大的大土豆啊！ $ $: 一斤大的大土豆啊！ $ 抽奖贴 $: 一斤大的大土豆啊！ $:倒计时不到2天！朋友们！ $ ,5,"['1282376114', '579922049', '1282376114', '1282376114', '579922049']",:吃货呗[偷笑]$:看到了，明天安排发货，识货的人啊！[嘻嘻]$拍了两只！春节之后到现在都没吃过鸡，谢谢亲费心找到！$我要吃鸡[鼓掌][鼓掌]$:是的，很Q[嘻嘻]
595,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-27,0,[],9,"['2151282267', '579922049', '579922049', '1402023397', '579922049', '579922049', '1798051983', '579922049', '2203470965']",  $: 一斤大的大土豆啊！ $: 一斤大的大土豆啊！ $ $: 一斤大的大土豆啊！ $ 抽奖贴 $: 一斤大的大土豆啊！ $:倒计时不到2天！朋友们！ $ ,2,"['1282376114', '579922049', '1282376114', '1282376114', '579922049']",:吃货呗[偷笑]$:看到了，明天安排发货，识货的人啊！[嘻嘻]$拍了两只！春节之后到现在都没吃过鸡，谢谢亲费心找到！$我要吃鸡[鼓掌][鼓掌]$:是的，很Q[嘻嘻]
596,大家好，提前预祝大家国庆节愉快，我们给大家准备了一个大礼物[礼物]，好吃的3年柴鸡，原价130元，现价118元，顺丰包邮，要不要假期炖只鸡犒劳下自己呢？只要您关注我们+转发本条微博+@3位好友，送大土豆一个，（注：买鸡送土豆，不另收运费，不买鸡，土豆要收运费哦！）http://t.cn/RhQctUg ​​​,2014-9-27,0,[],0,[],,0,[],
597,这个嘛，透漏一下，近期关于这个好吃的鸡要搞一次活动，有木有感兴趣的朋友啊？ 珍珠鸡/粮食喂养/3年鸡龄/顺丰包邮 ​​​,2014-9-26,0,[],0,[],,0,[],
598,丰富的颜色勾起你的食欲：http://t.cn/RhYnCYx 淘宝销量第一的老品种红皮黄心土豆：http://t.cn/RhYnCYc 甜甜的杏仁，充分干燥，每一粒都是人工砸开，且吃且珍惜：http://t.cn/RhYnCYf 非常难得的老母鸡：http://t.cn/RhYnCYV 亚麻籽，亚麻籽粉，燕麦米加工中，马上就出来了，欢迎继续关注！ ​​​,2014-9-26,0,[],0,[],,0,[],
599,丰富的颜色勾起你的食欲：http://t.cn/RhYnCYx 淘宝销量第一的老品种红皮黄心土豆：http://t.cn/RhYnCYc 甜甜的杏仁，充分干燥，每一粒都是人工砸开，且吃且珍惜：http://t.cn/RhYnCYf 非常难得的老母鸡：http://t.cn/RhYnCYV 亚麻籽，亚麻籽粉，燕麦米加工中，马上就出来了，欢迎继续关注！ ​​​,2014-9-25,0,[],0,[],,0,[],
600,看看咱家的混合小土豆吧！多才多艺的煮妇把它们诠释得多么美丽，小朋友最喜欢啦，彩色土豆泥，土豆沙拉。。。。尽情发挥您的厨艺吧！http://t.cn/RhYGGti ​​​,2014-9-25,2,"['1241367691', '1279559105']",0,[],,0,[],
601,【10种适合女人睡前吃的食物】1.香蕉让肌肉放松；2.菊花茶凝神静气；3.温牛奶可以镇静安神；4.蜂蜜有助于睡前放松；5.土豆清除妨碍睡眠的化合物；6.燕麦片诱使产生褪黑素轻松助眠；7.杏仁催眠又能保护心脏；8.亚麻籽富含不饱和脂肪酸；9.全麦面包：睡前抗饿的最佳选择；10.火鸡：色氨酸的最好来源。 ​​​,2014-9-24,1,"['3256859590', '3255817870', '2368230605', '5210461752', '2210800392', '3858797552', '3256604541', '3539204775', '3607714805', '5271132521']",0,[],,2,['579922049'],[耶][威武][威武]咱家有一半呢！土豆，燕麦，杏仁，亚麻籽，全麦面也快有了，看来咱是为女性朋友服务的[给力][偷笑]
602,有机午餐：@快乐返乡青年 的红、紫土豆 + @小柳树农园 的豆角 + @小毛驴市民农园 的胡萝卜，购自@北京有机农夫市集 。张家口的高寒气候，加上返乡青年夫妇的悉心耕种，造就了他家土豆绵软细滑、令人叫绝的口感。在土豆原产地南美安地斯山那些披着厚厚织毯的印加人后裔种出来的土豆，应该就是这个味道吧 ​​​,2014-9-24,0,[],0,[],,0,[],
603,树上的枣没多少啦！这次的更大更脆，一年只有一次，不要错过呦！鲜枣/脆/甜 ​​​,2014-9-24,0,[],0,[],,0,[],
604,今晚在@集室 晚餐，自带@悟博苑 的油豆角，加上@快乐返乡青年 的白土豆（挑拣的货架上的残次品），做了一锅土豆焖豆角。第一次吃小黄家秋季新土豆，面面的口感已经很完美了。喜欢吃面土豆的亲，有空可以到@集室 购买，或者十一期间到@北京有机农夫市集 ，或者现在移步@快乐返乡青年 的淘宝店选购[呵呵] ​​​,2014-9-23,0,[],0,[],,0,[],
605,赶集回来，餐桌一下丰盛起来，农友互增的蔬菜，美味呀！@北京有机农夫市集 @iFengshou农场 一顿晚餐一扫路途的疲惫。 花园街 ​​​,2014-9-23,0,[],0,[],,8,"['1401745752', '579922049']",[兔子]$一直就有淀粉啊
606,小黑豆也是这么一把一把挑拣得来的，只为给大家好的品质。 花园街 ​​​,2014-9-23,1,['1322345720'],1,[],,5,"['715260125', '579922049', '1645964357', '579922049', '1274539005']",一样的床单$:不多的，以后多了可以考虑$成哥有机器，看看能否借用，如果你们豆子很多$:煮着吃，做豆浆，生豆芽都可以$小黑豆怎么吃
607,亲，有见过这么美的鸡肉横切面吗？味道就更不用说了。2-3年的鸡，需要慢慢炖才能咬得动呢！帮朋友卖的，知根知底，绝对放心，吃完这批就再没有了[泪]珍珠鸡/粮食喂养/3年鸡龄/顺丰包邮 ​​​,2014-9-23,0,[],0,[],,0,[],
608,树上的枣没多少啦！这次的更大更脆，一年只有一次，不要错过呦！鲜枣/脆/甜 ​​​,2014-9-23,0,[],0,[],,0,[],
609,2014新品甜杏仁，在家DIY杏仁露吧！营养又美味！2016新品/生态甜杏仁/人工去壳/味道浓郁/250g ​​​,2014-9-23,0,[],0,[],,0,[],
610,上周六只有试吃没有货可卖的甜杏仁上架啦！人工砸核，非常费时费力，大家且吃且珍惜吧！2016新品/生态甜杏仁/人工去壳/味道浓郁/250g ​​​,2014-9-22,0,[],0,[],,0,[],
611,今年的土豆丰收了个大，今天男青年回家起土豆女青年在家发货，这周市集就参加不了了。离三元桥近的可以去@集室 购买，如果想多几个品种就到我家淘宝吧。随时给您发货，北京隔天到。@北京有机农夫市集 ​​​,2014-9-22,0,[],0,[],,0,[],
612,中餐：土豆焖豆角、洋葱 胡萝卜炒彩椒、脆甜柿子@北京乐和仙谷有机庄园 的红苹果、有机稻米饭（这个忘拍了）。还是要说一下@快乐返乡青年 家的红皮土豆，内心是黄色的，口感是面乎的，超好吃!就这样，早餐午餐加起来近20样食材，五色五味搭配齐全  ​​​,2014-9-22,1,[],0,[],,0,[],
613,除了@慈心家园极品黑猪肉 的酱肉其余都是掌柜的作品@集室 @北京有机农夫市集 快给鼓励一下[嘻嘻]@快乐返乡青年 的土豆做了掌柜的最拿手的沙拉@顺义农户陈艳红 的糊子和@沃翠源 的全麦粉颗粒面粉混合再加上@圣林生态农庄 的虫虫蛋[馋嘴]掌柜的秘制糊塌子[鼓掌][鼓掌][鼓掌] ​​​,2014-9-21,0,[],0,[],,0,[],
614,有机午餐：@快乐返乡青年 的红、紫土豆 + @小柳树农园 的豆角 + @小毛驴市民农园 的胡萝卜，购自@北京有机农夫市集 。张家口的高寒气候，加上返乡青年夫妇的悉心耕种，造就了他家土豆绵软细滑、令人叫绝的口感。在土豆原产地南美安地斯山那些披着厚厚织毯的印加人后裔种出来的土豆，应该就是这个味道吧 ​​​,2014-9-21,1,['2295264641'],3,"['579922049', '579922049']",: 呵呵，有生之年去吃吃那里的土豆也不枉咱为土豆事业奉献一生了[哈哈]，谢谢鼓励，我们的任务就是种出优质的，让人叫绝的农产品，听到很多人都说：我就吃他家的土豆，他家的土豆最好吃了，云云，我们倍感骄傲，一定好好做下去，进 $:呵呵，有生之年去吃吃那里的土豆也不枉咱为土豆事业奉献一生了[哈哈]，谢谢鼓励，我们的任务就是种出优质的，让人叫绝的农产品，听到很多人都说：我就吃他家的土豆，他家的土豆最好吃了，云云，我们倍感骄傲，一定好好做下去，进一步提高自己的产品和服务[耶] ,4,['579922049'],呵呵，有生之年去吃吃那里的土豆也不枉咱为土豆事业奉献一生了[哈哈]，谢谢鼓励，我们的任务就是种出优质的，让人叫绝的农产品，听到很多人都说：我就吃他家的土豆，他家的土豆最好吃了，云云，我们倍感骄傲，一定好好做下去，进一步提高自己的产品和服务[耶]
615,赶集回来，餐桌一下丰盛起来，农友互增的蔬菜，美味呀！@北京有机农夫市集 @iFengshou农场 一顿晚餐一扫路途的疲惫。 花园街 ​​​,2014-9-21,4,"['3546798857', '5015360535', '2481190637']",7,"['579922049', '1401745752', '1401745752']",:农友们总是物物交换，温馨得很！志愿者们也能劳动换食材，大家互相帮助，没有金钱交易却各得所需，传说中的“团结经济”咩？ $:[兔子] $:转发微博 ,4,"['1401745752', '579922049']",[兔子]$一直就有淀粉啊
